time_stamp,sensor_index,humidity,temperature,pressure,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm
1736640000,133001,39,48,970.51,21.0,21.4,20.6,23.8
1736726400,133001,38,47,976.69,31.3,32.1,30.6,35.8
1736812800,133001,42,43,977.89,28.4,29.4,27.4,33.7
1736899200,133001,39,45,970.94,40.1,41.8,38.5,49.6
1736985600,133001,35,48,978.46,19.6,20.2,19.0,22.1
1737072000,133001,41,48,980.64,22.3,22.9,21.8,25.3
1737158400,133001,34,51,974.65,26.1,26.6,25.6,30.0
1737244800,133001,51,50,971.02,12.7,12.6,12.8,14.0
1737331200,133001,56,50,968.23,10.5,10.3,10.7,11.5
1737417600,133001,54,52,964.71,6.1,5.8,6.4,6.6
1737504000,133001,57,51,962.98,27.3,27.4,27.1,30.9
1737590400,133001,58,50,960.07,25.8,26.0,25.5,30.2
1737676800,133001,52,53,964.67,27.7,27.8,27.6,32.4
1737763200,133001,56,52,966.23,42.0,42.6,41.4,51.1
1737849600,133001,54,53,960.98,20.2,19.9,20.5,22.1
1737936000,133001,57,52,957.8,23.5,23.4,23.6,25.9
1738022400,133001,54,54,948.37,22.2,21.6,22.8,24.4
1738108800,133001,52,54,959.81,24.8,24.5,25.0,27.8
1738195200,133001,57,52,966.38,32.6,32.8,32.4,38.3
1738368000,133001,60,50,971.96,3.4,3.3,3.6,3.8
1738454400,133001,52,56,967.56,4.6,4.1,5.0,5.0
1738540800,133001,44,57,968.98,12.3,12.0,12.7,13.7
1738627200,133001,55,50,973.92,47.0,48.2,45.9,57.6
1738713600,133001,47,55,977.66,40.4,40.9,39.9,49.8
1738800000,133001,42,55,976.68,46.2,46.8,45.6,56.4
1738886400,133001,48,47,975.64,37.0,38.7,35.3,44.6
1738972800,133001,54,46,974.65,32.8,34.4,31.1,39.1
1739059200,133001,54,50,973.55,23.7,24.0,23.4,26.6
1739145600,133001,52,53,971.39,32.6,32.3,32.8,36.6
1739232000,133001,57,53,970.05,47.9,48.0,47.9,57.3
1739318400,133001,58,54,967.47,45.2,45.2,45.2,56.2
1739404800,133001,55,55,963.3,47.0,46.8,47.2,58.9
1739491200,133001,50,51,958.85,26.2,26.3,26.2,32.0
1739577600,133001,41,51,963.57,17.8,17.7,18.0,19.4
1739664000,133001,45,48,960.98,38.1,39.3,36.8,46.3
1739750400,133001,46,47,964.82,45.3,47.5,43.2,57.4
1739836800,133001,45,46,967.77,42.2,44.4,40.0,53.6
1739923200,133001,45,45,973.63,39.4,41.5,37.3,48.7
1740009600,133001,41,51,975.2,49.2,49.8,48.7,60.7
1740096000,133001,46,51,975.17,64.8,65.7,63.9,74.6
1740182400,133001,52,52,973.22,83.2,84.1,82.3,91.4
1740268800,133001,52,56,975.22,58.9,58.1,59.6,69.2
1740355200,133001,53,57,972.71,52.1,50.7,53.5,64.2
1740441600,133001,59,55,964.9,70.4,67.7,73.1,79.8
1740528000,133001,40,59,960.74,28.3,27.6,29.0,35.3
1740614400,133001,40,58,963.03,26.9,25.7,28.1,31.5
1740787200,133001,52,51,969.27,21.2,20.7,21.7,24.1
1740873600,133001,39,56,974.29,18.2,17.1,19.2,19.5
1740960000,133001,35,59,973.24,24.2,23.4,25.0,26.3
1741046400,133001,34,61,971.75,32.5,31.5,33.5,38.4
1741132800,133001,29,63,972.93,22.8,21.7,24.0,26.3
1741219200,133001,29,63,972.32,32.1,31.0,33.2,38.2
1741305600,133001,33,60,967.39,36.0,34.7,37.2,43.4
1741392000,133001,30,63,962.71,35.8,34.6,36.9,42.8
1741478400,133001,42,56,958.06,39.4,38.3,40.6,46.9
1741564800,133001,57,54,953.53,18.5,17.6,19.5,21.3
1741651200,133001,56,56,952.31,19.5,18.5,20.5,22.3
1741737600,133001,56,55,945.69,10.2,9.4,11.1,11.1
1741824000,133001,50,59,942.85,21.0,19.8,22.3,24.2
1741910400,133001,55,56,947.05,13.0,11.6,14.4,13.9
1741996800,133001,60,55,951.91,3.4,2.9,3.8,3.6
1742083200,133001,49,57,957.97,4.2,3.8,4.6,4.7
1742169600,133001,38,62,962.63,3.8,3.3,4.3,4.1
1742256000,133001,50,50,973.26,15.7,15.4,15.9,17.2
1742342400,133001,43,53,976.64,27.7,27.5,27.9,30.8
1742428800,133001,35,60,975.43,26.3,25.4,27.3,29.9
1742515200,133001,49,55,970.29,21.0,19.9,22.0,23.3
1742601600,133001,60,52,960.29,26.4,26.0,26.8,30.1
1742688000,133001,57,55,956.17,4.1,3.7,4.6,4.5
1742774400,133001,55,58,960.17,10.0,9.3,10.8,10.9
1742860800,133001,41,66,962.9,4.5,3.8,5.2,4.9
1742947200,133001,41,65,961.46,17.1,15.9,18.3,18.6
1743033600,133001,32,69,957.99,4.3,3.7,4.9,4.7
1743120000,133001,35,68,953.36,7.3,6.1,8.4,8.1
1743206400,133001,41,62,952.8,15.5,14.0,17.0,17.1
1743292800,133001,28,72,958.48,4.8,4.2,5.3,5.2
1743465600,133001,27,62,961.51,0.2,0.2,0.3,0.3
1743552000,133001,48,56,964.81,6.9,6.3,7.5,7.4
1743638400,133001,35,69,967.96,9.7,8.5,10.9,10.4
1743724800,133001,33,71,964.72,15.7,13.6,17.8,17.1
1743811200,133001,31,74,958.07,20.4,18.5,22.4,22.4
1743897600,133001,33,73,956.98,12.2,10.8,13.6,13.3
1743984000,133001,31,61,966.04,3.7,3.1,4.3,4.2
1744070400,133001,40,55,970.7,14.9,13.7,16.0,15.9
1744156800,133001,40,60,967.37,33.0,31.5,34.5,37.8
1744243200,133001,31,70,967.0,26.6,25.2,28.0,31.3
1744329600,133001,35,73,964.35,19.7,17.7,21.7,21.2
1744416000,133001,49,66,962.35,23.2,21.2,25.1,25.0
1744502400,133001,51,62,961.4,8.0,6.8,9.2,8.6
1744588800,133001,60,60,958.98,6.7,5.9,7.5,7.2
1744675200,133001,58,63,953.81,0.8,0.5,1.0,0.9
1744761600,133001,68,61,954.82,4.8,3.4,6.1,5.2
1744848000,133001,66,59,950.85,0.4,0.3,0.5,0.4
1744934400,133001,46,68,958.44,0.7,0.4,0.9,0.8
1745020800,133001,58,61,960.05,4.6,3.8,5.4,4.9
1745107200,133001,56,62,957.86,7.1,5.7,8.5,7.5
1745193600,133001,44,66,960.18,1.9,1.3,2.4,2.1
1745280000,133001,35,74,961.72,1.1,0.8,1.5,1.3
1745366400,133001,37,75,959.32,1.3,0.8,1.8,1.5
1745452800,133001,35,72,958.17,0.1,0.1,0.2,0.2
1745539200,133001,27,75,958.45,0.3,0.2,0.4,0.3
1745625600,133001,35,73,961.65,0.6,0.4,0.8,0.7
1745712000,133001,54,65,967.85,3.1,2.3,3.9,3.3
1745798400,133001,42,73,970.61,3.3,2.4,4.3,3.6
1745884800,133001,36,77,969.6,9.1,7.0,11.2,9.6
1746057600,133001,27,82,967.04,5.8,4.6,7.1,6.1
1746144000,133001,28,82,966.28,5.7,4.5,6.8,5.9
1746230400,133001,38,76,961.98,11.0,8.6,13.3,11.6
1746316800,133001,51,70,954.88,8.7,6.5,11.0,9.5
1746403200,133001,59,66,949.69,4.9,3.4,6.3,5.2
1746489600,133001,58,64,955.47,5.1,4.0,6.3,5.4
1746576000,133001,56,62,957.78,3.2,2.4,3.9,3.4
1746662400,133001,46,67,957.41,3.5,2.7,4.3,3.8
1746748800,133001,56,63,961.91,5.8,4.5,7.1,6.1
1746835200,133001,55,65,965.19,23.2,21.0,25.3,25.5
1746921600,133001,48,70,961.26,14.8,12.7,16.8,15.8
1747008000,133001,47,69,958.41,8.6,7.2,10.0,9.0
1747094400,133001,49,69,961.87,10.1,8.6,11.5,10.6
1747180800,133001,50,70,963.2,13.6,11.3,15.9,14.3
1747267200,133001,37,78,956.71,11.6,9.9,13.3,12.2
1747353600,133001,41,70,959.21,2.4,1.7,3.1,2.7
1747440000,133001,40,71,960.67,2.5,2.0,3.1,2.8
1747526400,133001,42,73,961.89,2.5,1.9,3.1,2.8
1747612800,133001,49,73,963.65,12.4,10.5,14.3,13.2
1747699200,133001,60,65,962.62,10.4,8.7,12.1,11.0
1747785600,133001,48,74,959.01,11.6,9.9,13.3,12.3
1747872000,133001,56,67,954.52,6.1,5.4,6.8,6.4
1747958400,133001,38,73,958.79,0.5,0.4,0.6,0.5
1748044800,133001,41,71,963.06,4.7,3.8,5.7,5.1
1748131200,133001,40,75,963.37,10.1,8.3,11.9,10.7
1748217600,133001,43,78,962.47,11.9,10.0,13.9,12.4
1748304000,133001,49,74,965.83,6.4,4.7,8.2,6.7
1748390400,133001,43,79,965.17,13.1,10.6,15.6,13.8
1748476800,133001,29,84,965.26,0.6,0.4,0.8,0.7
1748563200,133001,34,85,968.22,7.0,5.7,8.2,7.3
1748736000,133001,46,84,965.18,23.7,21.1,26.2,25.4
1748822400,133001,56,76,964.55,13.1,10.7,15.5,13.7
1748908800,133001,53,75,964.42,7.4,5.7,9.0,7.8
1748995200,133001,58,69,964.21,4.7,3.5,5.9,5.1
1749081600,133001,53,75,962.99,15.6,12.4,18.8,16.7
1749168000,133001,49,79,964.49,16.8,14.0,19.6,17.8
1749254400,133001,51,79,961.98,20.6,18.0,23.2,22.0
1749340800,133001,47,82,961.02,29.5,27.0,32.0,32.4
1749427200,133001,38,83,966.49,36.3,34.0,38.6,44.0
1749513600,133001,43,83,966.14,30.6,28.4,32.8,34.9
1749600000,133001,38,88,963.22,34.0,31.7,36.2,39.9
1749686400,133001,39,89,965.15,38.2,35.7,40.6,46.1
1749772800,133001,40,91,967.61,40.9,38.5,43.3,49.8
1749859200,133001,42,91,967.73,41.6,39.3,44.0,50.7
1749945600,133001,40,90,965.59,20.8,18.6,23.0,22.7
1750032000,133001,31,90,964.85,6.1,5.1,7.1,6.8
1750118400,133001,39,82,968.6,1.9,1.3,2.4,2.2
1750204800,133001,34,88,968.59,5.7,4.9,6.5,6.1
1750291200,133001,32,91,966.72,12.7,11.3,14.2,13.6
1750377600,133001,33,92,965.9,17.0,15.7,18.3,17.8
1750464000,133001,41,86,967.57,17.3,15.3,19.3,18.5
1750550400,133001,40,86,968.16,9.3,7.3,11.3,9.9
1750636800,133001,40,89,964.22,13.3,10.5,16.1,14.0
1750723200,133001,43,90,962.85,18.1,15.4,20.8,19.0
1750809600,133001,41,91,963.73,22.0,19.2,24.8,23.1
1750896000,133001,36,90,963.48,11.5,9.6,13.3,12.2
1750982400,133001,31,92,967.53,4.7,3.7,5.6,5.0
1751068800,133001,29,96,969.03,5.6,4.6,6.5,5.9
1751155200,133001,32,96,967.96,6.7,5.7,7.8,7.1
1751328000,133001,35,93,964.84,7.3,6.3,8.2,7.6
1751414400,133001,51,82,966.08,5.9,4.6,7.3,6.2
1751500800,133001,37,92,966.71,8.8,7.7,9.9,9.2
1751587200,133001,37,94,966.27,13.0,11.4,14.6,13.7
1751673600,133001,45,85,964.5,12.0,10.9,13.1,12.5
1751760000,133001,44,86,957.59,10.0,8.8,11.2,10.5
1751846400,133001,41,83,951.73,3.7,3.3,4.2,4.0
1751932800,133001,30,80,955.81,0.4,0.4,0.5,0.5
1752019200,133001,23,81,963.73,0.1,0.1,0.2,0.2
1752105600,133001,27,84,964.27,0.1,0.0,0.1,0.1
1752192000,133001,31,85,961.8,2.6,2.2,3.1,3.0
1752278400,133001,41,82,961.21,4.6,4.0,5.1,4.8
1752364800,133001,52,79,962.99,9.6,8.6,10.6,10.0
1752451200,133001,47,84,965.67,14.1,13.0,15.2,14.6
1752537600,133001,41,90,963.81,9.4,8.2,10.6,9.9
1752624000,133001,27,92,960.0,6.5,5.7,7.3,6.9
1752710400,133001,33,91,959.03,8.7,7.9,9.5,9.2
1752796800,133001,36,88,960.94,7.0,6.6,7.3,7.5
1752883200,133001,46,84,960.08,19.5,18.6,20.4,20.9
1752969600,133001,51,83,956.96,9.9,8.9,10.8,10.6
1753056000,133001,45,84,954.87,2.2,1.9,2.5,2.4
1753142400,133001,34,89,958.41,0.7,0.6,0.8,0.8
1753228800,133001,48,83,959.38,1.6,1.3,1.9,1.9
1753315200,133001,54,79,958.3,5.4,4.6,6.3,5.8
1753401600,133001,54,74,961.28,0.3,0.2,0.3,0.3
1753488000,133001,49,76,959.43,0.7,0.5,0.9,0.8
1753574400,133001,36,85,957.12,0.7,0.6,0.9,0.8
1753660800,133001,32,83,955.99,0.0,0.0,0.0,0.0
1753747200,133001,26,85,960.77,0.0,0.0,0.0,0.1
1753833600,133001,39,80,963.38,0.4,0.3,0.5,0.5
1754006400,133001,48,80,959.78,213.6,4.0,423.2,213.9
1754092800,133001,54,75,957.95,76.3,12.7,140.0,77.2
1754179200,133001,33,83,962.84,1302.7,4.2,2601.1,1302.8
1754265600,133001,34,84,966.39,1097.9,0.3,2195.5,1098.0
1754352000,133001,38,87,966.11,2.9,2.5,3.3,3.1
1754438400,133001,44,84,966.96,5.9,5.3,6.5,6.2
1754524800,133001,44,84,968.02,4.5,4.1,4.9,4.7
1754611200,133001,40,90,968.17,14.1,12.8,15.4,14.8
1754697600,133001,37,93,968.26,18.6,17.5,19.6,19.1
1754784000,133001,38,95,967.49,23.1,22.1,24.1,23.6
1754870400,133001,36,95,966.72,23.2,22.3,24.2,23.8
1754956800,133001,37,94,965.37,25.5,24.4,26.5,26.3
1755043200,133001,40,94,964.98,29.3,28.4,30.2,31.1
1755129600,133001,36,95,965.09,23.3,22.3,24.4,24.7
1755216000,133001,31,95,966.14,11.8,10.6,12.9,12.8
1755302400,133001,32,94,963.52,11.6,10.7,12.5,12.6
1755388800,133001,31,93,960.38,7.8,7.2,8.3,8.2
1755475200,133001,39,89,962.5,15.7,14.4,16.9,16.6
1755561600,133001,48,84,961.46,18.3,16.9,19.6,19.3
1755648000,133001,61,74,957.46,16.2,14.9,17.5,17.1
1755734400,133001,51,78,954.78,5.6,4.9,6.4,6.1
1755820800,133001,37,85,958.42,0.8,0.6,1.0,1.0
1755907200,133001,44,83,960.5,9.8,8.8,10.9,10.4
1755993600,133001,55,74,964.03,14.0,12.9,15.0,15.3
1756080000,133001,46,79,965.28,6.3,5.6,7.0,6.6
1756166400,133001,41,85,963.22,10.7,9.4,12.0,11.3
1756252800,133001,55,78,962.5,22.5,21.1,23.9,24.1
1756339200,133001,66,73,956.43,10.1,9.4,10.8,12.0
1756425600,133001,54,76,953.16,3.3,2.6,4.0,3.7
1756512000,133001,40,79,957.06,0.0,0.0,0.0,0.0
1756684800,133001,61,71,960.22,2.1,1.7,2.6,2.4
1756771200,133001,54,74,959.01,7.1,6.2,8.1,7.6
1756857600,133001,46,80,963.15,2.2,1.9,2.6,2.4
1756944000,133001,51,76,963.5,1.9,1.6,2.3,2.2
1757030400,133001,44,81,964.5,2.3,1.9,2.6,2.5
1757116800,133001,33,80,968.16,0.0,0.0,0.0,0.0
1757203200,133001,37,82,966.68,0.9,0.6,1.1,1.0
1757289600,133001,47,77,963.08,5.8,5.1,6.5,6.2
1757376000,133001,50,78,960.41,21.4,20.0,22.8,23.2
1757462400,133001,57,73,956.58,5.1,4.5,5.7,5.4
1757548800,133001,51,77,959.98,9.5,8.5,10.5,10.1
1757635200,133001,47,79,964.44,1.4,1.1,1.7,1.7
1757721600,133001,58,73,966.25,8.5,7.6,9.5,9.1
1757808000,133001,51,76,964.93,15.4,14.4,16.4,16.6
1757894400,133001,52,78,967.05,3.0,2.5,3.5,3.3
1757980800,133001,48,81,964.56,8.1,7.1,9.2,8.7
1758067200,133001,50,76,968.34,9.7,8.5,10.9,10.3
1758153600,133001,47,80,972.99,13.6,11.8,15.4,14.5
1758240000,133001,44,83,974.42,18.8,17.2,20.3,19.6
1758326400,133001,45,83,970.87,24.7,23.3,26.1,25.8
1758412800,133001,50,80,963.55,25.5,24.3,26.7,30.1
1758499200,133001,64,70,959.44,2.8,2.4,3.2,3.1
1758585600,133001,52,72,960.14,7.9,7.1,8.7,8.8
1758672000,133001,52,65,960.88,2.0,1.8,2.3,2.2
1758758400,133001,45,67,963.1,0.3,0.2,0.3,0.3
1758844800,133001,59,61,965.74,6.3,5.6,7.1,6.8
1758931200,133001,57,62,966.64,3.7,3.1,4.2,4.1
1759017600,133001,43,69,965.98,1.1,1.0,1.3,1.3
1759104000,133001,40,71,965.1,1.5,1.2,1.7,1.6
1759276800,133001,52,65,967.89,16.8,15.7,18.0,19.1
1759363200,133001,39,67,969.44,3.3,2.9,3.7,3.6
1759449600,133001,43,64,967.27,17.1,16.3,18.0,18.2
1759536000,133001,49,62,961.2,30.0,28.9,31.0,34.1
1759622400,133001,32,69,960.39,4.2,3.9,4.5,4.6
1759708800,133001,33,68,967.02,1.8,1.6,2.0,2.1
1759795200,133001,30,72,967.61,4.6,4.1,5.1,5.2
1759881600,133001,42,70,967.17,37.2,36.1,38.3,44.9
1759968000,133001,45,70,967.96,52.2,50.4,54.1,63.6
1760054400,133001,46,72,973.45,58.4,56.0,60.9,69.0
1760140800,133001,48,72,974.58,57.5,55.1,59.8,67.1
1760227200,133001,51,70,971.73,64.9,62.1,67.8,73.0
1760313600,133001,52,69,968.65,47.5,45.9,49.1,58.6
1760400000,133001,55,67,968.0,58.1,55.1,61.0,69.4
1760486400,133001,52,66,968.2,41.2,39.5,43.0,49.5
1760572800,133001,49,66,967.01,26.9,25.6,28.3,30.0
1760659200,133001,46,65,966.32,22.5,21.3,23.8,23.9
1760745600,133001,43,66,968.49,31.7,30.7,32.8,35.8
1760832000,133001,42,65,967.34,29.6,28.4,30.8,32.7
1760918400,133001,54,60,959.79,42.2,41.1,43.3,51.2
1761004800,133001,54,61,955.06,43.0,41.9,44.1,52.9
1761091200,133001,51,64,954.84,34.8,33.6,36.0,40.6
1761177600,133001,46,62,948.11,23.9,23.1,24.6,29.0
1761264000,133001,22,67,953.93,0.0,0.0,0.1,0.1
1761350400,133001,34,63,954.78,6.8,6.2,7.4,7.7
1761436800,133001,34,61,953.38,9.2,8.5,9.9,10.2
1761523200,133001,26,63,955.16,4.0,3.8,4.1,4.7
1761609600,133001,40,65,961.47,2.3,2.0,2.6,2.6
1761696000,133001,53,62,963.07,39.8,38.2,41.4,47.4
1761782400,133001,56,61,961.38,17.8,16.7,18.9,20.5
1761955200,133001,58,65,966.85,29.0,27.6,30.5,33.9
1762041600,133001,58,63,961.44,43.0,41.4,44.6,52.7
1762128000,133001,29,66,966.7,1.4,1.3,1.5,1.6
1762214400,133001,39,63,972.5,14.2,13.4,15.1,15.6
1762300800,133001,41,62,969.41,34.3,33.5,35.2,38.2
1762387200,133001,41,60,963.01,37.1,36.5,37.8,43.9
1762473600,133001,43,58,960.48,33.7,33.1,34.4,39.2
1762560000,133001,48,57,960.32,46.6,46.3,46.9,58.1
1762646400,133001,48,57,963.74,50.6,50.1,51.2,63.1
1762732800,133001,44,59,962.68,49.5,48.8,50.2,62.0
1762819200,133001,42,62,964.9,47.3,46.4,48.2,57.5
1762905600,133001,48,61,968.92,41.0,40.0,42.0,49.6
1762992000,133001,45,63,970.38,45.2,44.1,46.2,55.2
1763078400,133001,47,61,967.39,42.4,41.3,43.5,51.6
1763164800,133001,59,58,962.98,51.5,49.5,53.5,60.3
1763251200,133001,62,58,958.07,42.0,40.7,43.3,51.0
1763337600,133001,56,60,952.75,19.4,18.2,20.5,20.7
1763424000,133001,45,54,961.55,5.6,5.4,5.8,6.3
1763510400,133001,49,52,958.5,17.3,17.2,17.4,19.0
1763596800,133001,48,51,953.77,37.5,38.0,37.0,45.2
1763683200,133001,43,47,956.0,7.6,7.6,7.5,8.4
1763769600,133001,33,50,962.4,5.3,5.3,5.4,5.8
1763856000,133001,44,46,962.76,31.1,31.8,30.4,37.0
1763942400,133001,51,45,954.17,42.5,43.7,41.3,52.1
1764028800,133001,38,50,947.72,27.2,27.5,26.9,32.8
1764115200,133001,22,57,955.44,0.3,0.3,0.4,0.4
1764201600,133001,25,54,963.73,4.1,4.0,4.2,4.5
1764288000,133001,33,51,964.49,21.9,22.1,21.7,24.2
1764374400,133001,31,53,960.86,37.3,37.8,36.9,44.0
1764547200,133001,49,52,964.99,34.0,34.5,33.5,40.7
1764633600,133001,56,52,963.75,42.9,43.3,42.5,52.2
1764720000,133001,57,53,960.69,28.7,28.6,28.8,33.5
1764806400,133001,58,53,955.91,20.3,20.0,20.6,22.3
1764892800,133001,52,55,955.78,17.6,17.2,17.9,19.1
1764979200,133001,48,53,960.4,19.6,19.3,19.9,21.3
1765065600,133001,47,53,963.04,27.2,27.1,27.3,31.4
1765152000,133001,41,56,967.71,16.8,16.5,17.2,18.6
1765238400,133001,44,56,970.31,31.1,30.8,31.4,36.5
1765324800,133001,45,56,970.28,45.4,45.4,45.5,55.8
1765411200,133001,49,55,970.31,43.4,43.2,43.6,52.8
1765497600,133001,49,56,970.76,33.7,33.4,34.1,38.9
1765584000,133001,42,57,972.51,13.8,13.3,14.4,14.9
1765670400,133001,39,56,972.29,18.5,18.1,18.9,21.0
1765756800,133001,44,53,971.01,43.1,43.6,42.6,51.3
1765843200,133001,59,49,967.84,18.7,19.0,18.4,21.3
1765929600,133001,59,55,969.26,14.0,13.5,14.5,15.4
1766016000,133001,58,54,974.38,37.7,37.3,38.1,44.2
1766102400,133001,54,56,972.46,37.4,36.9,37.8,44.4
1766188800,133001,59,53,966.02,41.6,41.9,41.4,51.3
1766275200,133001,60,53,962.41,30.0,30.0,30.0,36.1
1766361600,133001,60,51,961.32,27.0,27.1,26.9,30.1
1766448000,133001,60,52,958.83,7.7,7.5,7.9,8.6
1766534400,133001,60,50,956.94,6.5,6.5,6.5,7.3
1766620800,133001,59,46,968.62,3.7,3.8,3.7,4.1
1766707200,133001,54,48,973.12,7.5,7.6,7.4,8.4
1766793600,133001,45,52,972.83,8.6,8.4,8.8,9.7
1766880000,133001,34,55,966.52,6.7,6.6,6.7,7.2
1766966400,133001,35,53,964.81,11.5,11.3,11.7,12.7
1767052800,133001,44,51,960.37,26.9,27.8,25.9,32.4
